title_year,budget,movie_title,gross
2002,70000000,'Hart's War',19076815
2002,70000000,'Rollerball',18990542
2014,70000000,'The Legend of Hercules',18848538
2002,70000000,'Ballistic: Ecks vs. Sever',14294842
2001,70000000,'Osmosis Jones',13596911
2014,70000000,'Legends of Oz: Dorothy\xc3\xa2\xe2\x82\xac\xe2\x84\xa2s Return',8462347
2015,70000000,'Blackhat',7889395
2006,70000000,'Basic Instinct 2',5946136
2010,70000000,'Agora',619423
2010,69000000,'Despicable Me',251513985
2010,69000000,'Dinner for Schmucks',73026337
2010,68000000,'The Twilight Saga: Eclipse',300531751
2002,68000000,'The Sum of All Fears',118471320
2015,68000000,'Ted 2',81284830
2001,68000000,'The Score',71069884
2011,68000000,'Hall Pass',45060734
1995,68000000,'Money Train',35324232
2003,68000000,'Dreamcatcher',33685268
1999,68000000,'Mystery Men',29762011
1999,68000000,'The Insider',28965197
2012,67500000,'Doctor Seuss' The Lorax',214030500
2008,67500000,'Body of Lies',39394666
2012,67500000,'Abraham Lincoln: Vampire Hunter',37519139
1996,67000000,'Last Man Standing',18115927
2007,67000000,'The Last Legion',5932060
1999,66000000,'Entrapment',87707396
1998,66000000,'The X Files: Fight the Future',83898313
2014,66000000,'Need for Speed',43568507
1998,65000000,'Saving Private Ryan',216335085
2000,65000000,'What Women Want',182805123
2012,65000000,'Lincoln',182207973
2002,65000000,'Ice Age',176387405
1995,65000000,'Apollo 13',172070496
1999,65000000,'The Matrix',171479930
2012,65000000,'Les Miserables',148809770
2002,65000000,'The Santa Clause 2',139225854
1990,65000000,'Total Recall',119394839
1998,65000000,'You've Got Mail',115821495
2014,65000000,'Unbroken',115637895
2015,65000000,'Spy!',110825712
2010,65000000,'Due Date',100539043
2008,65000000,'Step Brothers',100468793
1995,65000000,'Jumanji',100458310
1998,65000000,'The Mask of Zorro',93828745
2000,65000000,'Space Cowboys',90454043
2014,65000000,'Annie',85911262
1993,65000000,'Cliffhanger',84049211
1996,65000000,'Broken Arrow',70645997
2006,65000000,'World Trade Center',70278893
2000,65000000,'The Kid',69688384
2003,65000000,'Mona Lisa Smile',63803100
2012,65000000,'The Dictator',59650222
1999,65000000,'Eyes Wide Shut',55691208
2012,65000000,'This Means War',54760791
2015,65000000,'Focus',53862963
2004,65000000,'Blade: Trinity',52397389
2012,65000000,'Red Dawn',44806783
2006,65000000,'We Are Marshall',43545364
2015,65000000,'Everest',43309450
2012,65000000,'Resident Evil: Retribution',42345531
1998,65000000,'Primary Colors',39017984
1999,65000000,'Fight Clu',37030102
2008,65000000,'Death Race',36316032
1996,65000000,'The Long Kiss Goodnight',33447612
2000,65000000,'Proof of Life',32598931
2005,65000000,'Zathura',28045540
2003,65000000,'The Missing',26900336
2005,65000000,'Elektra',24409722
2009,65000000,'Astro Boy',19551067
2014,65000000,'I, Frankenstein'',19075290
1991,65000000,'Hudson Hawk',17218916
2014,65000000,'Sin City: A Dame to Kill For',13757804
2000,65000000,'Lucky Numbers',10014234
2005,65000000,'Oliver Twist',2070920
2015,65000000,'Tian jiang xiong shi',74070
2006,64000000,'Little Man',58636047
1999,64000000,'Random Hearts',31054924
2006,63700000,'Perfume: The Story of a Murderer',2223293
1993,63000000,'Jurassic Park',395708305
2002,63000000,'Austin Powers in Goldmember',213117789
2011,63000000,'Hop',108085305
1994,63000000,'Wyatt Earp',25052000
1994,62000000,'Clear and Present Danger',122012656
2000,62000000,'U-571',77086030
1995,62000000,'The American President',60022813
2015,62000000,'The Hateful Eight',54117416
2008,62000000,'The Love Guru',32200122
2001,62000000,'3000 Miles to Graceland',15738632
2014,61000000,'Gone Girl',167767189
2007,61000000,'Blades of Glory',118594548
2015,61000000,'Maze Runner: The Scorch Trials',81697192
2013,61000000,'2 Guns',75612460
2004,60000000,'Meet the Fockers',279167575
2014,60000000,'The Lego Movie',257784718
2007,60000000,'300',210614939
2007,60000000,'Wild Hogs',168213584
2008,60000000,'Marley & Me',143153751
1999,60000000,'The Green Mile',136801374
2005,60000000,'Chicken Little',135386665
1998,60000000,'The Truman Show',125618201
2002,60000000,'The Bourne Identity',121468960
2009,60000000,'Couples Retreat',109205660
1995,60000000,'Goldeneye',106429941
2003,60000000,'The Italian Jo',106126012
2003,60000000,'Daddy Day Care',104148781
1999,60000000,'The General's Daughter',102705852
1998,60000000,'The Prince of Egypt',101413188
2004,60000000,'Collateral',100170152
2001,60000000,'Cats & Dogs',93375151
2002,60000000,'Two Weeks Notice',93354918
1998,60000000,'Antz',90757863
2002,60000000,'The Scorpion King',90580000
2010,60000000,'Red',90380162
2004,60000000,'Starsky & Hutch',88200225
1990,60000000,'Days of Thunder',82670733
2005,60000000,'Cheaper by the Dozen 2',82571173
2010,60000000,'Eat Pray Love',80574010
2012,60000000,'Jack Reacher',80070736
2004,60000000,'Man on Fire',77906816
2000,60000000,'The Family Man',75764085
2011,60000000,'Contagion',75658097
1999,60000000,'Any Given Sunday',75530832
1998,60000000,'The Horse Whisperer',75383563
2009,60000000,'Coraline',75286229
2004,60000000,'Ladder 49',74541707
1999,60000000,'Deep Blue Sea',73648228
2009,60000000,'Michael Jackson's This Is It',72091016
2003,60000000,'Kangaroo Jack',66723216
2008,60000000,'The Happening',64506874
2016,60000000,'London Has Fallen',62524260
2000,60000000,'Rules of Engagement',61322858
2006,60000000,'The Shaggy Dog',61123569
1996,60000000,'Jingle All the Way',60592389
2004,60000000,'Hellboy',59623958
1998,60000000,'A Civil Action',56709981
2015,60000000,'Joy',56451232
2012,60000000,'ParaNorman',56003051
1997,60000000,'The Jackal',54956941
2003,60000000,'Paycheck',53789313
1996,60000000,'Up Close & Personal',51045801
2008,60000000,'The Tale of Despereaux',50877145
2014,60000000,'The Boxtrolls',50837305
2002,60000000,'The Tuxedo',50586000
2014,60000000,'Jack Ryan: Shadow Recruit',50577412
1995,60000000,'Under Siege 2: Dark Territory',50024083
2005,60000000,'Miss Congeniality 2: Armed and Fabulous',48478006
1997,60000000,'Alien: Resurrection',47795018
2007,60000000,'Shooter',47003582
1998,60000000,'Practical Magic',46850558
2013,60000000,'Gangster Squad',46000903
2009,60000000,'Year One',43337279
2010,60000000,'Edge of Darkness',43313890
2002,60000000,'Star Trek: Nemesis',43254409
2002,60000000,'Reign of Fire',43061982
2009,60000000,'Planet 51',42194060
2009,60000000,'Duplicity',40572825
2008,60000000,'Righteous Kill',40081410
2009,60000000,'Invictus',37491364
2009,60000000,'State of Play',37017955
1999,60000000,'My Favorite Martian',36850101
2006,60000000,'The Sentinel',36280697
2012,60000000,'Trouble with the Curve',35763137
2003,60000000,'Intolerable Cruelty',35327628
1997,60000000,'The Relic',33956608
1998,60000000,'Mercury Rising',32983332
2000,60000000,'Almost Famous',32522352
2002,60000000,'Analyze That',32122249
2009,60000000,'The Soloist',31720158
2013,60000000,'The Mortal Instruments: City of Bones',31165421
2000,60000000,'The Legend of Bagger Vance',30695227
2002,60000000,'Dragonfly',30063805
2011,60000000,'Priest',29136626
2006,60000000,'Garfield: A Tail of Two Kitties',28426747
2005,60000000,'XXX: State of the Union',26873932
1997,60000000,'Event Horizon',26673242
2003,60000000,'Sinbad: Legend of the Seven Seas',26483452
2005,60000000,'Dark Water',25473093
1998,60000000,'The Avengers',23385416
2006,60000000,'The Black Dahlia',22672813
1999,60000000,'EDtv',22508689
2008,60000000,'The Spirit',19806188
2001,60000000,'The Last Castle',18208078
2009,60000000,'Inkheart',17303424
2000,60000000,'Supernova',14218868
2006,60000000,'Flyboys',13090630
2014,60000000,'Winter's Tale',12600231
1998,60000000,'Holy Man',12069719
2008,60000000,'Meet Dave',11803254
2005,60000000,'The Great Raid',10166502
2015,60000000,'Mortdecai',7696134
2008,60000000,'In the Name of the King: A Dungeon Siege Tale',4775656
2003,60000000,'Beyond Borders',4426297
2016,60000000,'Xi You Ji zhi Sun Wu Kong San Da Bai Gu Jing',709982
2015,60000000,'The Ridiculous 6',0
2016,58000000,'Deadpool',363070709
2014,58000000,'American Sniper',350126372
2015,58000000,'Goosebumps',80069458
1988,58000000,'Rambo III',53715611
1995,58000000,'Sabrina',53458319
2012,58000000,'Red Tails',49876377
2005,58000000,'Just Like Heaven',48318130
2013,58000000,'The Internship',44672764
2000,58000000,'The Flintstones in Viva Rock Vegas',35231365
2008,58000000,'Leatherheads',31373938
2009,58000000,'Did You Hear About the Morgans?',29580087
2008,58000000,'Che, El Ar the Argentine'',293708
2008,57500000,'Sex and the City',152647258
2010,57500000,'Resident Evil: Afterlife',60128566
2012,57500000,'That's My Boy',36931089
1997,57000000,'Devil's Advocate',61007424
2012,57000000,'Ghost Rider: Spirit of Vengeance',51774002
1996,57000000,'Dragonheart',51364680
2004,57000000,'After the Sunset',28328132
2001,57000000,'Captain Corelli's Mandolin',25528495
2003,56000000,'Anger Management',135560942
2005,56000000,'The Pacifier',113006880
2004,56000000,'Walking Tall',46213824
1994,55000000,'Forrest Gump',330151138
2007,55000000,'Alvin and the Chipmunks',217326974
2005,55000000,'Hitch',177784257
2000,55000000,'Meet the Parents',166225040
2006,55000000,'The Pursuit of Happyness',162586036
1995,55000000,'Pocahontas',141579773
1978,55000000,'Superman',134218018
1996,55000000,'The Nutty Professor',128814019
2013,55000000,'Captain Phillips',107136417
1997,55000000,'George Of The Jungle',105263257
2003,55000000,'American Wedding',104354205
2014,55000000,'The Equalizer',101530738
1995,55000000,'Casper',100328194
2010,55000000,'Date Night',98711404
2002,55000000,'Maid in Manhattan',93932896
1995,55000000,'Crimson Tide',91387195
2005,55000000,'Flightplan',89706988
1994,55000000,'Disclosure',83015089
1998,55000000,'City of Angels',78750909
2015,55000000,'Paddington',76223578
2006,55000000,'R.V.',71724497
1994,55000000,'Stargate',71565669
2003,55000000,'Kill Bill: Volume 1',70098138
2011,55000000,'Mr. Poppers's Penguins',68224452
1999,55000000,'Bowfinger',66458769
2004,55000000,'Kill Bill: Volume 2',66207920
1989,55000000,'Tango & Cash',63408614
1992,55000000,'Death Becomes Her',58422650
2000,55000000,'Shanghai Noon',56932305
1996,55000000,'Executive Decision',56679192
2013,55000000,'Free Birds',55750480
1992,55000000,'Alien 3',54927174
2008,55000000,'The Forbidden Kingdom',52075270
2004,55000000,'The Phantom of the Opera',51225796
2014,55000000,'Muppets Most Wanted',51178893
1996,55000000,'Evita',50047179
1998,55000000,'Ronin',41610884
2010,55000000,'Burlesque',39440655
1996,55000000,'The Ghost and the Darkness',38564422
2008,55000000,'Changeling',35739802
2012,55000000,'The Watch',34353000
2003,55000000,'The Hunted',34234008
1999,55000000,'Instinct',34105207
2003,55000000,'Stuck On You',33832741
2008,55000000,'Semi-Pro',33479698
2012,55000000,'The Pirates! Band of Misfits',31051126
2005,55000000,'Aeon Flux',25857987
1996,55000000,'Chain Reaction',21226204
1996,55000000,'The Fan',18582965
2007,55000000,'Elizabeth: The Golden Age',16285240
2009,55000000,'Imagine That',16123323
2003,55000000,'Gods and Generals',12882934
1997,55000000,'Turbulence',11532774
2013,55000000,'Bullet to the Head',9489829
2006,55000000,'All the King's Men',7221458
2004,55000000,'Thunderbirds',6768055
2004,55000000,'A Very Long Engagement',6167817
2007,55000000,'Lucky You',5755286
1998,55000000,'Lolita',1147784
2002,55000000,'Eye See You',79161
1981,54000000,'Superman II',108185706
2002,54000000,'Blade 2',81676888
2006,54000000,'You, Me and Dupree'',75802010
2008,54000000,'Seven Pounds',69951824
1990,54000000,'The Godfather: Part III',66520529
2005,54000000,'Elizabethtown',26850426
2003,54000000,'Gigli',6087542
2000,53012938,'Shaft',70327868
2005,53000000,'The Dukes of Hazzard',80270227
2009,53000000,'Law Abiding Citizen',73357727
2015,53000000,'Black Mass',62575678
1997,53000000,'Anastasia',58403409
2001,53000000,'Moulin Rouge',57386369
2001,53000000,'Domestic Disturbance',45207112
2006,53000000,'Flags of Our Fathers',33602376
2007,53000000,'Grindhouse',25031037
1998,53000000,'Beloved',22852487
2012,52500000,'Zero Dark Thirty',95720716
2002,52000000,'Catch Me if You Can',164606800
2008,52000000,'Mamma Mia!',144130063
2006,52000000,'The Break-Up',118703275
2010,52000000,'Valentine's Day',110485654
1995,52000000,'Casino',42438300
2011,52000000,'The Change-Up',37081475
1998,52000000,'The Thin Red Line',36400491
1999,52000000,'Man on the Moon',34580635
2010,52000000,'From Paris With Love',24077427
2003,52000000,'Bulletproof Monk',23010607
2000,51000000,'Me, Myself & Irene'',90570999
2006,51000000,'Barnyard: The Original Party Animals',72779000
2006,51000000,'Deck the Halls',35093569
2011,50200000,'The Adjustment Bureau',62495645
2009,50000000,'The Twilight Saga: New Moon',296623634
2001,50000000,'Shrek',267655011
2012,50000000,'Ted',218665740
2014,50000000,'22 Jump Street',191719337
1991,50000000,'Robin Hood: Prince of Thieves',165493908
1996,50000000,'Jerry Maguire',153952592
2015,50000000,'Daddy\xc3\xa2\xe2\x82\xac\xe2\x84\xa2s Home',150357137
1997,50000000,'As Good as it Gets',148478011
1998,50000000,'Patch Adams',135014968
2014,50000000,'Into the Woods',128002372
2013,50000000,'Anchorman 2: The Legend Continues',127352707
2011,50000000,'Super 8',127004179
2002,50000000,'Mr. Deeds',126293452
2016,50000000,'Central Intelligence',126175032
2000,50000000,'Erin Brockovich',125548685
2003,50000000,'How to Lose a Guy in 10 Days',105807520
1994,50000000,'Interview with the Vampire: The Vampire Chronicles',105264608
2008,50000000,'Yes Man',97690976
2014,50000000,'Non-Stop',91742160
1998,50000000,'Stepmom',91137662
2013,50000000,'Disney Planes',90282580
2006,50000000,'Failure to Launch',88715192
2006,50000000,'Inside Man',88634237
2011,50000000,'Crazy, Stupid, Love'',84351197
1999,50000000,'Payback',81526121
1995,50000000,'Congo',81022333
2009,50000000,'Knowing',79957634
2005,50000000,'The Ring Two',75941727
2011,50000000,'We Bought a Zoo',75624550
2011,50000000,'Moneyball',75605492
2004,50000000,'Garfield',75367693
2004,50000000,'Christmas with the Kranks',73701902
2006,50000000,'V for Vendetta',70511035
1995,50000000,'Outbreak',67823573
2009,50000000,'Race to Witch Mountain',67172594
2004,50000000,'The Forgotten',66711892
2005,50000000,'Herbie: Fully Loaded',66010682
2003,50000000,'Shanghai Knights',60470220
2014,50000000,'Planes: Fire and Rescue',59157732
2006,50000000,'Curious George',58640119
2012,50000000,'American Reunion',56758835
2013,50000000,'Hansel & Gretel: Witch Hunters',55703475
2011,50000000,'I am Number Four',55100437
2001,50000000,'Don\xc3\xa2\xe2\x82\xac\xe2\x84\xa2t Say a Word',54997476
2016,50000000,'13 Hours: The Secret Soldiers of Benghazi',52853219
2002,50000000,'Unfaithful',52752475
2005,50000000,'Syriana',50824620
2004,50000000,'Resident Evil: Apocalypse',50740078
2014,50000000,'The Book of Life',50151543
1997,50000000,'Absolute Power',50068310
2006,50000000,'Firewall',48751189
1997,50000000,'The Game',48265581
1997,50000000,'G.I. Jane',48169156
2014,50000000,'Into the Storm',47602194
2014,50000000,'The Judge',47119388
2006,50000000,'Silent Hill',46982632
2000,50000000,'The Replacements',44737059
1998,50000000,'The Negotiator',44705766
1994,50000000,'Beverly Hills Cop III',42586861
1990,50000000,'Gremlins 2: The New Batch',41476097
1997,50000000,'The Peacemaker',41263140
2003,50000000,'Out of Time',41083108
2004,50000000,'Bridget Jones: The Edge Of Reason',40203020
2000,50000000,'The Beach',39778599
2005,50000000,'The Adventures of Sharkboy and Lavagirl in 3-D',39177684
1994,50000000,'On Deadly Ground',38590458
2009,50000000,'Ninja Assassin',38122883
2004,50000000,'Raising Helen',37485528
1999,50000000,'For Love of the Game',35188640
1998,50000000,'Jack Frost',34645374
